timestamp,matrix,nz,repetitions,threads,avg_time_sec,flops_mflops,flops_gflops
2025-04-22 09:13:28,nlpkkt80,28704672,100,1,0.022203,2585.67,2.585667
2025-04-22 09:13:35,nlpkkt80,28704672,100,1,0.028594,2007.74,2.007738
2025-04-22 09:16:17,nlpkkt80,28704672,100,1,0.033667,1705.20,1.705199
2025-04-22 09:16:20,nlpkkt80,28704672,100,1,0.029374,1954.46,1.954456
